Date,Project_ID,Region,Material_Type,Quantity_Required,EMD_IMF_6,Rolling_Max_3,DWT_cD_2_Mean,DWT_cD_3_Entropy,Trend_Slope,DWT_cD_1_Mean,EMD_IMF_5_Mean,DWT_cD_1_Entropy,DWT_cD_2_Entropy,Residual_Mean,DWT_cA_Entropy,DWT_cD_3_Mean,Signal_Entropy,EMD_IMF_2_Mean,Seasonality_Strength,EMD_IMF_1_Mean,Production_Capacity,EMD_IMF_3_Mean,Classical_Residual,Storage_Capacity,EMD_IMF_4_Mean,Current_Inventory,EMD_IMF_1,Seasonal_Demand_Index,Trend_Strength,Rolling_STD_3,Supplier,Classical_Seasonal
2020-01-01,7.5,0,0,839.0,1052.6047608807312,534.5,-2.948574069843627,4.413574367709179,0.5848367043837451,-14.308510871070995,2.833337429496677,5.967848464767719,5.219755284867931,32.739363003002325,5.178255302760247,25.746205766809357,7.4315606721953,-13.104561185429215,0.29793035143145086,-16.36007084677295,0.05158461089099725,21.206539784036043,417.6866873106421,1.478894059605151,-11.598237985107554,1.33962848265379,-717.4252322530716,1.079539306719142,0.0,0.0,0.0,-543.636436603013
2020-01-01,19.0,1,0,501.0,1295.0101049348825,534.5,-148.0018742665786,4.229061984994793,0.6758903737060502,-13.342322874408163,4.741195325233213,6.202813439410737,5.265192029999366,45.26430828555598,5.0297383524774695,-96.62493521746244,7.454342225444487,-7.027503711790914,0.3261614881570184,-3.1507707767115196,0.5420924963697045,-27.28774439046485,165.60580781380338,-0.2924220298400363,45.64259075063149,1.7245009483613885,-354.89946808364186,1.079539306719142,0.021013543780239452,0.0,1.5,-626.9171622260604
2020-01-01,4.5,2,0,304.0,1127.089021510324,534.5,55.76624695888946,4.312155128102631,0.9191713837953024,1.335135330490506,-22.63189245139221,5.996427476570315,5.275537548065312,7.537946704653202,5.090497945898284,102.20812206411482,7.583722089722697,-15.133789364867038,0.343704401361157,-3.544469175691264,-1.0961397224513372,-4.881578091975969,6.8593801820308045,0.3709705639971408,-14.829225831444036,2.0529129056522244,-90.47613641285459,1.079539306719142,0.03443038463518955,0.0,0.0,-847.0755830861009
2020-01-01,16.5,3,0,3105.0,1222.9578628680435,534.5,50.10756131742188,4.187261368481784,2.0038870772842543,-69.02741746959059,-4.536352645288583,6.19392729795282,5.634942426013215,60.55632519244993,5.088244705887947,-18.681124215307612,7.68838750537093,-13.873918619763554,0.10333797397019806,-1.8331079344309198,1.3389451759745468,0.02465248397013161,2293.9170873688176,1.2535652257825693,15.390138414116814,-0.43699551552700666,199.7012683488241,1.079539306719142,0.003538662372669532,0.0,1.5,-11.00917275717655
2020-01-01,27.0,4,0,1668.0,2110.8021799258063,534.5,16.69653167865031,4.538053244144418,-0.5754377660545279,3.6335175079504562,-27.192632260521496,6.126832696168409,5.238128663440201,10.014711286714082,5.226479999384375,137.966099137825,7.874456691463127,9.093817291314469,0.10781125014379345,-18.066156468719793,-0.4980549441515918,31.09708440246307,161.77638087584108,-0.13584912416271389,-56.1140338384461,2.1554828292760098,70.71136169661875,1.079539306719142,0.01192896243829844,0.0,1.5,-367.5008389073502
2020-01-01,20.5,0,1,428.0,247.9070262418051,144.0,-4.5601957969833915,4.492210551638083,0.1910188838676451,-12.777781206587466,-1.487400962661169,5.8106385041576765,5.016581128841079,7.6480711150989285,5.14781392322246,41.67673895503594,7.3473535366725,2.2232033558290274,0.27112485423364396,-8.199945312191753,0.5673837526289551,5.034139413416002,243.92019260185376,0.7208769705977658,0.1336267674398204,1.492071855379049,-119.10177725641827,1.0773799817905192,0.0,0.0,3.0,-41.66864681774796
2020-01-01,4.0,1,1,111.0,126.53329597802829,144.0,1.7242717749654142,3.9276577888321187,0.19205011497550686,2.2173535589323263,6.923460357819158,5.61494791380847,4.65411498866964,4.587455561101288,4.838307118916838,5.5335490973615356,7.030336152834291,-4.2464755880151825,0.21431026265252073,0.006310008446670387,-1.1591897556610185,-0.009371424773595604,86.74383027186538,-0.4278916308391109,-1.4750836283427946,1.3001061267620562,-20.281112248509935,1.0773799817905192,0.019980971099280986,0.0,1.0,-90.8792575420254
2020-01-01,12.5,2,1,266.0,290.0022784137794,144.0,-18.23991540952804,4.399888349628227,0.2651519025629116,-4.862016100045065,2.426713410926548,6.060949448971702,5.133799042250658,0.5849181793404917,5.172344422831139,-22.297161276777583,7.605163083253698,-1.2001119745384665,0.36422924483686514,-0.9432490894315256,-0.030344810793899335,1.7367828994978391,138.05969520497726,-1.1045588840706697,10.55029687768808,1.177775025192404,65.19416864869177,1.0773799817905192,0.02095773627143438,0.0,2.0,-173.3015012357516
2020-01-01,16.5,3,1,767.0,454.70904734069643,144.0,13.726190651239145,3.9748668210008957,0.3437702628096909,-4.52321613748571,-1.8010594792113115,5.386563757189585,5.1594483534156295,19.540491594371336,5.04275259973582,-47.963579764951696,7.428539568526716,-9.360412636196713,0.14781559763923724,-0.35114518688094126,0.5755766947974448,1.564870666659782,540.7037881972036,0.014256639758371437,6.201484063691014,3.022151633473316,28.175864141810244,1.0773799817905192,0.0,0.0,1.0,-34.740524581497176
2020-01-01,27.0,4,1,562.0,577.2083951580353,144.0,-3.0265288316474654,4.468314289557086,0.18166757028519695,-16.933853183881972,-0.047239425600850656,5.84615541282232,4.669573284022473,9.692740930524307,4.9696899368202985,40.378670310932975,7.537866514446136,5.343232671472817,0.12906012594803062,1.360060645992403,-0.27363957171035325,9.587257893572746,251.09933619395093,0.4090926627707498,4.987290435335977,1.2671708301856115,86.79210630722743,1.0773799817905192,0.059496336761132085,0.0,2.0,-247.35757572399285
